,Unnamed: 0,specimen__id,swc__fname,structure_parent__acronym,structure__layer,Transgenic_line,donor__id,Subclass_or_type,structure_parent__id,model__fold,structure__safe_name,structure_merge__acronym
1377,1377,18867_4593-X26568-Y15120,1119752256_18867_4593-X26568-Y15120_reg.swc,CP,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CP_SNr,672.0,0.0,CP_layernan,CP
1378,1378,18867_4605-X30309-Y8068,1119752263_18867_4605-X30309-Y8068_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,353.0,0.0,SSp-n_layer5,Isocortex_layer5
1379,1379,18867_4621-X24147-Y14734,1119752267_18867_4621-X24147-Y14734_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,0.0,RT_layernan,RT
1380,1380,18867_4647-X12409-Y6656,1119752271_18867_4647-X12409-Y6656_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,369.0,7.0,SSp-ul_layer5,Isocortex_layer5
1381,1381,18867_4677-X24410-Y14710,1119752275_18867_4677-X24410-Y14710_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,7.0,RT_layernan,RT
1382,1382,18867_4689-X11723-Y7039,1119752279_18867_4689-X11723-Y7039_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,369.0,3.0,SSp-ul_layer5,Isocortex_layer5
1383,1383,18867_4724-X12558-Y16835,1119752282_18867_4724-X12558-Y16835_reg.swc,CP,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CP_SNr,672.0,1.0,CP_layernan,CP
1384,1384,18867_4768-X26326-Y6150,1119752286_18867_4768-X26326-Y6150_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,369.0,4.0,SSp-ul_layer5,Isocortex_layer5
1385,1385,18867_4776-X28359-Y6621,1119752289_18867_4776-X28359-Y6621_reg.swc,SSp-un,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,182305689.0,1.0,SSp-un_layer5,Isocortex_layer5
1386,1386,18867_4789-X23709-Y15765,1119752292_18867_4789-X23709-Y15765_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,5.0,RT_layernan,RT
1387,1387,18867_4801-X7068-Y12938,1119752295_18867_4801-X7068-Y12938_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,378.0,0.0,SSs_layer5,Isocortex_layer5
1388,1388,18867_4817-X16327-Y15739,1119752297_18867_4817-X16327-Y15739_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,1.0,RT_layernan,RT
1389,1389,18867_4824-X31628-Y8902,1119752299_18867_4824-X31628-Y8902_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,353.0,1.0,SSp-n_layer5,Isocortex_layer5
1390,1390,18867_4826-X11914-Y16564,1119752302_18867_4826-X11914-Y16564_reg.swc,CP,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CP_SNr,672.0,5.0,CP_layernan,CP
1391,1391,18867_4831-X27808-Y6496,1119752304_18867_4831-X27808-Y6496_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,369.0,1.0,SSp-ul_layer5,Isocortex_layer5
1392,1392,18867_4874-X16831-Y16618,1119752306_18867_4874-X16831-Y16618_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,4.0,RT_layernan,RT
1393,1393,18867_4889-X28329-Y6770,1119752308_18867_4889-X28329-Y6770_reg.swc,SSp-un,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,182305689.0,9.0,SSp-un_layer5,Isocortex_layer5
1394,1394,18867_4922-X30354-Y7405,1119752310_18867_4922-X30354-Y7405_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,0.0,SSp-bfd_layer5,Isocortex_layer5
1395,1395,18867_4926-X25796-Y14504,1119752312_18867_4926-X25796-Y14504_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,3.0,RT_layernan,RT
1396,1396,18867_4954-X9860-Y7599,1119752314_18867_4954-X9860-Y7599_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,6.0,SSp-bfd_layer5,Isocortex_layer5
1397,1397,18867_4957-X30093-Y7560,1119752316_18867_4957-X30093-Y7560_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,353.0,2.0,SSp-n_layer5,Isocortex_layer5
1398,1398,18867_4984-X30860-Y8156,1119752318_18867_4984-X30860-Y8156_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,353.0,8.0,SSp-n_layer5,Isocortex_layer5
1399,1399,18867_5082-X26232-Y14941,1119752320_18867_5082-X26232-Y14941_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,2.0,RT_layernan,RT
1400,1400,18867_5083-X14145-Y15212,1119752322_18867_5083-X14145-Y15212_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,262.0,9.0,RT_layernan,RT
1401,1401,18867_5169-X12576-Y5864,1119752324_18867_5169-X12576-Y5864_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,369.0,8.0,SSp-ul_layer5,Isocortex_layer5
1402,1402,18867_5194-X29530-Y6807,1119752326_18867_5194-X29530-Y6807_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,329.0,7.0,SSp-bfd_layer5,Isocortex_layer5
1403,1403,18867_5203-X10027-Y7237,1119752328_18867_5203-X10027-Y7237_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,9.0,SSp-bfd_layer5,Isocortex_layer5
1404,1404,18867_5287-X32054-Y8614,1119752330_18867_5287-X32054-Y8614_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,353.0,7.0,SSp-n_layer5,Isocortex_layer5
1405,1405,18867_5319-X14289-Y4114,1119752332_18867_5319-X14289-Y4114_reg.swc,MOp,2/3,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,985.0,3.0,MOp_layer23,Isocortex_layer2/3
1406,1406,18867_5408-X30554-Y7318,1119752334_18867_5408-X30554-Y7318_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,1.0,SSp-bfd_layer5,Isocortex_layer5
1407,1407,18867_5486-X20836-Y5690,1119752336_18867_5486-X20836-Y5690_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,8.0,RSPv_layer5,Isocortex_layer5
1408,1408,18867_5640-X21236-Y5683,1119752338_18867_5640-X21236-Y5683_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,2.0,RSPv_layer5,Isocortex_layer5
1409,1409,18867_5654-X12080-Y5724,1119752340_18867_5654-X12080-Y5724_reg.swc,SSp-un,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,182305689.0,4.0,SSp-un_layer5,Isocortex_layer5
1410,1410,18867_5665-X20882-Y6561,1119752342_18867_5665-X20882-Y6561_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,4.0,RSPv_layer5,Isocortex_layer5
1411,1411,18867_5867-X21009-Y6208,1119752344_18867_5867-X21009-Y6208_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,3.0,RSPv_layer5,Isocortex_layer5
1412,1412,18867_5894-X10157-Y6463,1119752346_18867_5894-X10157-Y6463_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,5.0,SSp-bfd_layer5,Isocortex_layer5
1413,1413,18867_5942-X29015-Y5711,1119752349_18867_5942-X29015-Y5711_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,4.0,SSp-bfd_layer5,Isocortex_layer5
1414,1414,18867_6003-X18592-Y6204,1119752352_18867_6003-X18592-Y6204_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,6.0,RSPv_layer5,Isocortex_layer5
1415,1415,18867_6007-X18415-Y4843,1119752354_18867_6007-X18415-Y4843_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,9.0,RSPv_layer5,Isocortex_layer5
1416,1416,18867_6014-X17935-Y4434,1119752356_18867_6014-X17935-Y4434_reg.swc,RSPd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,879.0,0.0,RSPd_layer5,Isocortex_layer5
1417,1417,18867_6085-X20833-Y6331,1119752358_18867_6085-X20833-Y6331_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,0.0,RSPv_layer5,Isocortex_layer5
1418,1418,18867_6091-X30186-Y6043,1119752360_18867_6091-X30186-Y6043_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,5.0,SSp-bfd_layer5,Isocortex_layer5
1419,1419,18867_6408-X9343-Y6158,1119752362_18867_6408-X9343-Y6158_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,329.0,3.0,SSp-bfd_layer5,Isocortex_layer5
1420,1420,18867_6413-X20950-Y6015,1119752364_18867_6413-X20950-Y6015_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,CTX_ET,886.0,1.0,RSPv_layer5,Isocortex_layer5
1421,1421,18867_6452-X16339-Y18318,1119752366_18867_6452-X16339-Y18318_reg.swc,BS,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,343.0,4.0,BS_layernan,BS
1422,1422,18867_6468-X21532-Y7741,1119752368_18867_6468-X21532-Y7741_reg.swc,SUB,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,502.0,5.0,SUB_layernan,SUB
1423,1423,18867_6985-X12525-Y4095,1119752370_18867_6985-X12525-Y4095_reg.swc,VISp,2/3,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,385.0,2.0,VISp_layer23,Isocortex_layer2/3
1424,1424,18867_6986-X31479-Y5932,1119752372_18867_6986-X31479-Y5932_reg.swc,VISl,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,409.0,1.0,VISl_layer5,Isocortex_layer5
1425,1425,18867_7123-X11808-Y5131,1119752375_18867_7123-X11808-Y5131_reg.swc,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,385.0,3.0,VISp_layer5,Isocortex_layer5
1426,1426,18867_7172-X22280-Y4802,1119752377_18867_7172-X22280-Y4802_reg.swc,RSPv,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,886.0,5.0,RSPv_layer5,Isocortex_layer5
1427,1427,18867_7390-X9887-Y4961,1119752379_18867_7390-X9887-Y4961_reg.swc,VISp,2/3,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,385.0,5.0,VISp_layer23,Isocortex_layer2/3
1428,1428,18867_7541-X13210-Y4462,1119752381_18867_7541-X13210-Y4462_reg.swc,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,385.0,2.0,VISp_layer5,Isocortex_layer5
1429,1429,18867_7583-X22567-Y18119,1119752383_18867_7583-X22567-Y18119_reg.swc,PRNr,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,146.0,5.0,PRNr_layernan,PRNr
1430,1430,18867_7584-X10560-Y5816,1119752385_18867_7584-X10560-Y5816_reg.swc,VISp,5,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,385.0,9.0,VISp_layer5,Isocortex_layer5
1431,1431,18867_7790-X21511-Y18480,1119752387_18867_7790-X21511-Y18480_reg.swc,TRN,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,574.0,1.0,TRN_layernan,TRN
1432,1432,18867_7924-X22262-Y16755,1119752389_18867_7924-X22262-Y16755_reg.swc,PRNr,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,146.0,9.0,PRNr_layernan,PRNr
1433,1433,18867_8235-X25208-Y14610,1119752391_18867_8235-X25208-Y14610_reg.swc,PB,,Pvalb-T2A-CreERT2;Ai166_394528-18867,18867,,867.0,8.0,PB_layernan,PB
1434,1434,18868_2225-X15897-Y10006,1119752393_18868_2225-X15897-Y10006_reg.swc,ORBvl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,746.0,9.0,ORBvl_layer5,Isocortex_layer5
1435,1435,18868_2559-X15436-Y13207,1119752395_18868_2559-X15436-Y13207_reg.swc,ORBvl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,746.0,0.0,ORBvl_layer5,Isocortex_layer5
1436,1436,18868_2584-X14386-Y13639,1119752397_18868_2584-X14386-Y13639_reg.swc,ORBl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,723.0,2.0,ORBl_layer5,Isocortex_layer5
1437,1437,18868_2593-X15801-Y13755,1119752399_18868_2593-X15801-Y13755_reg.swc,ORBvl,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,746.0,5.0,ORBvl_layer5,Isocortex_layer5
1438,1438,18868_2601-X23273-Y17306,1119752401_18868_2601-X23273-Y17306_reg.swc,PIR,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,961.0,6.0,PIR_layernan,PIR
1439,1439,18868_2621-X11765-Y8944,1119752403_18868_2621-X11765-Y8944_reg.swc,MOs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,993.0,3.0,MOs_layer5,Isocortex_layer5
1440,1440,18868_2924-X10668-Y9719,1119752405_18868_2924-X10668-Y9719_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,985.0,5.0,MOp_layer5,Isocortex_layer5
1441,1441,18868_3009-X28076-Y11485,1119752407_18868_3009-X28076-Y11485_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,9.0,MOp_layer5,Isocortex_layer5
1442,1442,18868_3112-X27714-Y10534,1119752409_18868_3112-X27714-Y10534_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,8.0,MOp_layer5,Isocortex_layer5
1443,1443,18868_3207-X27726-Y9448,1119752411_18868_3207-X27726-Y9448_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,5.0,SSp-m_layer5,Isocortex_layer5
1444,1444,18868_3228-X28576-Y10788,1119752413_18868_3228-X28576-Y10788_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,1.0,SSp-m_layer5,Isocortex_layer5
1445,1445,18868_3389-X28317-Y9872,1119752415_18868_3389-X28317-Y9872_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,0.0,SSp-m_layer5,Isocortex_layer5
1446,1446,18868_3419-X27168-Y8481,1119752417_18868_3419-X27168-Y8481_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,6.0,MOp_layer5,Isocortex_layer5
1447,1447,18868_3453-X28753-Y10380,1119752419_18868_3453-X28753-Y10380_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,3.0,SSp-m_layer5,Isocortex_layer5
1448,1448,18868_3488-X24952-Y7321,1119752422_18868_3488-X24952-Y7321_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,3.0,MOp_layer5,Isocortex_layer5
1449,1449,18868_3507-X7704-Y10476,1119752424_18868_3507-X7704-Y10476_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,4.0,SSp-m_layer5,Isocortex_layer5
1450,1450,18868_3547-X28065-Y9077,1119752427_18868_3547-X28065-Y9077_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,7.0,SSp-m_layer5,Isocortex_layer5
1451,1451,18868_3552-X28542-Y9340,1119752429_18868_3552-X28542-Y9340_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,6.0,SSp-m_layer5,Isocortex_layer5
1452,1452,18868_3564-X27379-Y8431,1119752431_18868_3564-X27379-Y8431_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,6.0,SSp-ul_layer5,Isocortex_layer5
1453,1453,18868_3592-X9776-Y8113,1119752433_18868_3592-X9776-Y8113_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,1.0,MOp_layer5,Isocortex_layer5
1454,1454,18868_3626-X29809-Y12585,1119752435_18868_3626-X29809-Y12585_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,7.0,SSs_layer5,Isocortex_layer5
1455,1455,18868_3627-X28035-Y8749,1119752437_18868_3627-X28035-Y8749_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,5.0,SSp-m_layer5,Isocortex_layer5
1456,1456,18868_3658-X9598-Y8113,1119752439_18868_3658-X9598-Y8113_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,0.0,MOp_layer5,Isocortex_layer5
1457,1457,18868_3699-X17279-Y16010,1119752441_18868_3699-X17279-Y16010_reg.swc,LSv,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,266.0,4.0,LSv_layernan,LSv
1458,1458,18868_3715-X8453-Y8977,1119752443_18868_3715-X8453-Y8977_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,3.0,SSp-m_layer5,Isocortex_layer5
1459,1459,18868_3781-X6715-Y11703,1119752445_18868_3781-X6715-Y11703_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,4.0,SSp-m_layer5,Isocortex_layer5
1460,1460,18868_3783-X28846-Y9268,1119752447_18868_3783-X28846-Y9268_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,7.0,SSp-m_layer5,Isocortex_layer5
1461,1461,18868_3799-X6462-Y13405,1119752452_18868_3799-X6462-Y13405_reg.swc,GU,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,1057.0,8.0,GU_layer5,Isocortex_layer5
1462,1462,18868_3799-X26336-Y7466,1119752450_18868_3799-X26336-Y7466_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,4.0,SSp-ul_layer5,Isocortex_layer5
1463,1463,18868_3853-X29683-Y10294,1119752454_18868_3853-X29683-Y10294_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,6.0,SSp-m_layer5,Isocortex_layer5
1464,1464,18868_3856-X26025-Y7205,1119752456_18868_3856-X26025-Y7205_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,9.0,SSp-ul_layer5,Isocortex_layer5
1465,1465,18868_3871-X26350-Y7564,1119752458_18868_3871-X26350-Y7564_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,8.0,SSp-ul_layer5,Isocortex_layer5
1466,1466,18868_3875-X8707-Y8341,1119752460_18868_3875-X8707-Y8341_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,1.0,SSp-m_layer5,Isocortex_layer5
1467,1467,18868_3922-X26631-Y7518,1119752462_18868_3922-X26631-Y7518_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,7.0,SSp-ul_layer5,Isocortex_layer5
1468,1468,18868_3931-X26823-Y7496,1119752464_18868_3931-X26823-Y7496_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,3.0,SSp-ul_layer5,Isocortex_layer5
1469,1469,18868_3932-X25373-Y7132,1119752466_18868_3932-X25373-Y7132_reg.swc,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,337.0,5.0,SSp-ll_layer5,Isocortex_layer5
1470,1470,18868_3977-X25824-Y7160,1119752468_18868_3977-X25824-Y7160_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,5.0,SSp-ul_layer5,Isocortex_layer5
1471,1471,18868_3981-X30626-Y12403,1119752470_18868_3981-X30626-Y12403_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,2.0,SSs_layer5,Isocortex_layer5
1472,1472,18868_4041-X10632-Y7193,1119752472_18868_4041-X10632-Y7193_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,1.0,SSp-ul_layer5,Isocortex_layer5
1473,1473,18868_4047-X27203-Y7787,1119752474_18868_4047-X27203-Y7787_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,2.0,SSp-ul_layer5,Isocortex_layer5
1474,1474,18868_4132-X11881-Y6094,1119752476_18868_4132-X11881-Y6094_reg.swc,MOp,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,985.0,4.0,MOp_layer5,Isocortex_layer5
1475,1475,18868_4192-X10967-Y7007,1119752478_18868_4192-X10967-Y7007_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,0.0,SSp-ul_layer5,Isocortex_layer5
1476,1476,18868_4221-X5685-Y12199,1119752480_18868_4221-X5685-Y12199_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,4.0,SSs_layer5,Isocortex_layer5
1477,1477,18868_4317-X23980-Y6346,1119752482_18868_4317-X23980-Y6346_reg.swc,SSp-ll,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,337.0,6.0,SSp-ll_layer5,Isocortex_layer5
1478,1478,18868_4341-X30419-Y10114,1119752484_18868_4341-X30419-Y10114_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,353.0,3.0,SSp-n_layer5,Isocortex_layer5
1479,1479,18868_4430-X9829-Y7185,1119752486_18868_4430-X9829-Y7185_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,6.0,SSp-ul_layer5,Isocortex_layer5
1480,1480,18868_4434-X10947-Y6887,1119752488_18868_4434-X10947-Y6887_reg.swc,SSp-ul,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,369.0,0.0,SSp-ul_layer5,Isocortex_layer5
1481,1481,18868_4464-X5477-Y11004,1119752490_18868_4464-X5477-Y11004_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,6.0,SSs_layer5,Isocortex_layer5
1482,1482,18868_4517-X31548-Y11591,1119752492_18868_4517-X31548-Y11591_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,8.0,SSs_layer5,Isocortex_layer5
1483,1483,18868_4523-X15124-Y15767,1119752495_18868_4523-X15124-Y15767_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,8.0,RT_layernan,RT
1484,1484,18868_4549-X5910-Y9879,1119752497_18868_4549-X5910-Y9879_reg.swc,SSp-m,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,345.0,2.0,SSp-m_layer5,Isocortex_layer5
1485,1485,18868_4634-X13823-Y16687,1119752499_18868_4634-X13823-Y16687_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,6.0,RT_layernan,RT
1486,1486,18868_4648-X14941-Y16268,1119752502_18868_4648-X14941-Y16268_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,6.0,RT_layernan,RT
1487,1487,18868_4693-X13797-Y16937,1119752504_18868_4693-X13797-Y16937_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,2.0,RT_layernan,RT
1488,1488,18868_4706-X15828-Y16760,1119752506_18868_4706-X15828-Y16760_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,1.0,RT_layernan,RT
1489,1489,18868_4739-X28536-Y7468,1119752508_18868_4739-X28536-Y7468_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,329.0,1.0,SSp-bfd_layer5,Isocortex_layer5
1490,1490,18868_4757-X15158-Y16995,1119752510_18868_4757-X15158-Y16995_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,0.0,RT_layernan,RT
1491,1491,18868_4803-X7002-Y8311,1119752512_18868_4803-X7002-Y8311_reg.swc,SSp-n,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,353.0,4.0,SSp-n_layer5,Isocortex_layer5
1492,1492,18868_4818-X14513-Y17030,1119752514_18868_4818-X14513-Y17030_reg.swc,RT,,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,,262.0,8.0,RT_layernan,RT
1493,1493,18868_4863-X31402-Y10126,1119752516_18868_4863-X31402-Y10126_reg.swc,SSs,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,378.0,1.0,SSs_layer5,Isocortex_layer5
1494,1494,18868_4883-X27078-Y6285,1119752518_18868_4883-X27078-Y6285_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,329.0,8.0,SSp-bfd_layer5,Isocortex_layer5
1495,1495,18868_5131-X7596-Y7239,1119752520_18868_5131-X7596-Y7239_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,329.0,6.0,SSp-bfd_layer5,Isocortex_layer5
1496,1496,18868_5141-X8535-Y6876,1119752523_18868_5141-X8535-Y6876_reg.swc,SSp-bfd,5,Pvalb-T2A-CreERT2;Ai166_396476-18868,18868,CTX_ET,329.0,0.0,SSp-bfd_layer5,Isocortex_layer5
