,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
943,943,AA0086,10.25378/janelia.5526637,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0086.swc,830.0,DMH,,830.0,DMH,3.0,DMH_layernan,DMH
944,944,AA1248,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1248.swc,778.0,VISp5,5,385.0,VISp,5.0,VISp_layer5,Isocortex_layer5
945,945,AA0841,10.25378/janelia.7739909,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0841.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
946,946,AA0377,10.25378/janelia.7613945,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0377.swc,1084.0,PRE,,1084.0,PRE,5.0,PRE_layernan,PRE
947,947,AA0916,10.25378/janelia.7780898,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0916.swc,962.0,MOs2/3,2/3,993.0,MOs,1.0,MOs_layer23,Isocortex_layer2/3
948,948,AA0624,10.25378/janelia.7655762,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0624.swc,656.0,MOs1,1,993.0,MOs,6.0,MOs_layer1,Isocortex_layer1
949,949,AA0877,10.25378/janelia.7742579,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0877.swc,1037.0,POST,,1037.0,POST,5.0,POST_layernan,POST
950,950,AA0975,10.25378/janelia.7804448,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0975.swc,951.0,PYR,,951.0,PYR,0.0,PYR_layernan,PYR
951,951,AA0370,10.25378/janelia.7613921,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0370.swc,362.0,MD,,362.0,MD,7.0,MD_layernan,MD
952,952,AA0180,10.25378/janelia.5527441,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0180.swc,1021.0,MOs6a,6a,993.0,MOs,2.0,MOs_layer6a,Isocortex_layer6
953,953,AA1441,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1441.swc,1020.0,PO,,1020.0,PO,1.0,PO_layernan,PO
954,954,AA1450,,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1450.swc,262.0,RT,,262.0,RT,4.0,RT_layernan,RT
955,955,AA0471,10.25378/janelia.7615952,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0471.swc,962.0,MOs2/3,2/3,993.0,MOs,0.0,MOs_layer23,Isocortex_layer2/3
956,956,AA0935,10.25378/janelia.7803974,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0935.swc,732.0,MMme,,732.0,MMme,4.0,MMme_layernan,MMme
957,957,AA0879,10.25378/janelia.7742774,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0879.swc,1037.0,POST,,1037.0,POST,6.0,POST_layernan,POST
958,958,AA1058,10.25378/janelia.7825148,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1058.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
959,959,AA1490,,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1490.swc,1031.0,GPi,,1031.0,GPi,6.0,GPi_layernan,GPi
960,960,AA0070,10.25378/janelia.5521825,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0070.swc,255.0,AV,,255.0,AV,3.0,AV_layernan,AV
961,961,AA0853,10.25378/janelia.7739954,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0853.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
962,962,AA0941,10.25378/janelia.7804004,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0941.swc,847.0,AUDp5,5,1002.0,AUDp,1.0,AUDp_layer5,Isocortex_layer5
963,963,AA0080,10.25378/janelia.5526619,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0080.swc,118.0,PVi,,118.0,PVi,3.0,PVi_layernan,PVi
964,964,AA0445,10.25378/janelia.7614596,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0445.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
965,965,AA0415,10.25378/janelia.7614212,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0415.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
966,966,AA0213,10.25378/janelia.5527549,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0213.swc,946.0,PH,,946.0,PH,7.0,PH_layernan,PH
967,967,AA0717,10.25378/janelia.7704458,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0717.swc,1037.0,POST,,1037.0,POST,1.0,POST_layernan,POST
968,968,AA0821,10.25378/janelia.7739732,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0821.swc,502.0,SUB,,502.0,SUB,4.0,SUB_layernan,SUB
969,969,AA1235,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1235.swc,718.0,VPL,,718.0,VPL,9.0,VPL_layernan,VPL
970,970,AA1004,10.25378/janelia.7821992,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1004.swc,931.0,PG,,931.0,PG,3.0,PG_layernan,PG
971,971,AA0344,10.25378/janelia.7613771,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0344.swc,629.0,VAL,,629.0,VAL,5.0,VAL_layernan,VAL
972,972,AA0752,10.25378/janelia.7707386,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0752.swc,560581563.0,PIL,,560581563.0,PIL,0.0,PIL_layernan,PIL
973,973,AA0810,10.25378/janelia.7739651,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0810.swc,502.0,SUB,,502.0,SUB,3.0,SUB_layernan,SUB
974,974,AA0277,10.25378/janelia.5527786,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0277.swc,1108.0,ccg,,1108.0,ccg,4.0,ccg_layernan,ccg
975,975,AA0832,10.25378/janelia.7739789,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0832.swc,1021.0,MOs6a,6a,993.0,MOs,7.0,MOs_layer6a,Isocortex_layer6
976,976,AA0713,10.25378/janelia.7704422,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0713.swc,1084.0,PRE,,1084.0,PRE,6.0,PRE_layernan,PRE
977,977,AA0124,10.25378/janelia.5527246,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0124.swc,484682470.0,ProS,,484682470.0,ProS,7.0,ProS_layernan,ProS
978,978,AA0759,10.25378/janelia.7710047,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0759.swc,6.0,int,,6.0,int,5.0,int_layernan,int
979,979,AA0510,10.25378/janelia.7639787,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0510.swc,146.0,PRNr,,146.0,PRNr,3.0,PRNr_layernan,PRNr
980,980,AA0299,10.25378/janelia.5527852,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0299.swc,629.0,VAL,,629.0,VAL,7.0,VAL_layernan,VAL
981,981,AA0208,10.25378/janelia.5527534,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0208.swc,382.0,CA1,,382.0,CA1,3.0,CA1_layernan,CA1
982,982,AA0488,10.25378/janelia.7616024,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0488.swc,797.0,ZI,,797.0,ZI,6.0,ZI_layernan,ZI
983,983,AA1178,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1178.swc,725.0,VPLpc,,725.0,VPLpc,1.0,VPLpc_layernan,VPLpc
984,984,AA0439,10.25378/janelia.7614329,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0439.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
985,985,AA0211,10.25378/janelia.5527543,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0211.swc,313.0,MB,,313.0,MB,7.0,MB_layernan,MB
986,986,AA0502,10.25378/janelia.7619369,2017-12-19T16:19:15.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0502.swc,718.0,VPL,,718.0,VPL,4.0,VPL_layernan,VPL
987,987,AA0894,10.25378/janelia.7780793,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0894.swc,502.0,SUB,,502.0,SUB,5.0,SUB_layernan,SUB
988,988,AA0364,10.25378/janelia.7613900,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0364.swc,907.0,PCN,,907.0,PCN,5.0,PCN_layernan,PCN
989,989,AA1169,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1169.swc,656.0,MOs1,1,993.0,MOs,1.0,MOs_layer1,Isocortex_layer1
990,990,AA0484,10.25378/janelia.7616003,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0484.swc,10703.0,DG-mo,,10703.0,DG-mo,2.0,DG-mo_layernan,DG-mo
991,991,AA1170,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1170.swc,629.0,VAL,,629.0,VAL,8.0,VAL_layernan,VAL
992,992,AA0988,10.25378/janelia.7804553,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0988.swc,984.0,CENT3,,984.0,CENT3,1.0,CENT3_layernan,CENT3
993,993,AA0610,10.25378/janelia.7653146,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0610.swc,797.0,ZI,,797.0,ZI,5.0,ZI_layernan,ZI
994,994,AA0368,10.25378/janelia.7613912,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0368.swc,362.0,MD,,362.0,MD,4.0,MD_layernan,MD
995,995,AA0598,10.25378/janelia.7650002,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0598.swc,366.0,SMT,,366.0,SMT,3.0,SMT_layernan,SMT
996,996,AA1466,,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1466.swc,698.0,OLF,,698.0,OLF,2.0,OLF_layernan,OLF
997,997,AA0144,10.25378/janelia.5527306,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0144.swc,10703.0,DG-mo,,10703.0,DG-mo,1.0,DG-mo_layernan,DG-mo
998,998,AA0815,10.25378/janelia.7739708,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0815.swc,382.0,CA1,,382.0,CA1,0.0,CA1_layernan,CA1
999,999,AA0077,10.25378/janelia.5521828,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0077.swc,802.0,sm,,802.0,sm,1.0,sm_layernan,sm
1000,1000,AA1442,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1442.swc,1020.0,PO,,1020.0,PO,4.0,PO_layernan,PO
1001,1001,AA0781,10.25378/janelia.7739288,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0781.swc,1021.0,MOs6a,6a,993.0,MOs,5.0,MOs_layer6a,Isocortex_layer6
1002,1002,AA0979,10.25378/janelia.7804466,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0979.swc,1041.0,PFL,,1041.0,PFL,0.0,PFL_layernan,PFL
1003,1003,AA1082,10.25378/janelia.7825316,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1082.swc,429.0,SPVC,,429.0,SPVC,4.0,SPVC_layernan,SPVC
1004,1004,AA0748,10.25378/janelia.7707371,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0748.swc,1021.0,MOs6a,6a,993.0,MOs,9.0,MOs_layer6a,Isocortex_layer6
1005,1005,AA0214,10.25378/janelia.5527552,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0214.swc,946.0,PH,,946.0,PH,0.0,PH_layernan,PH
1006,1006,AA0200,10.25378/janelia.5527510,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0200.swc,575.0,CL,,575.0,CL,8.0,CL_layernan,CL
1007,1007,AA0850,10.25378/janelia.7739939,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0850.swc,502.0,SUB,,502.0,SUB,1.0,SUB_layernan,SUB
1008,1008,AA0038,10.25378/janelia.5521702,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0038.swc,1021.0,MOs6a,6a,993.0,MOs,0.0,MOs_layer6a,Isocortex_layer6
1009,1009,AA0348,10.25378/janelia.7613801,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0348.swc,629.0,VAL,,629.0,VAL,9.0,VAL_layernan,VAL
1010,1010,AA0934,10.25378/janelia.7803917,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0934.swc,606826659.0,MMd,,606826659.0,MMd,7.0,MMd_layernan,MMd
1011,1011,AA0562,10.25378/janelia.7649747,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0562.swc,502.0,SUB,,502.0,SUB,4.0,SUB_layernan,SUB
1012,1012,AA0788,10.25378/janelia.7739369,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0788.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
1013,1013,AA0127,10.25378/janelia.5527255,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0127.swc,305.0,VISp6b,6b,385.0,VISp,0.0,VISp_layer6b,Isocortex_layer6
1014,1014,AA0594,10.25378/janelia.7649966,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0594.swc,656.0,MOs1,1,993.0,MOs,2.0,MOs_layer1,Isocortex_layer1
1015,1015,AA0547,10.25378/janelia.7640195,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0547.swc,1084.0,PRE,,1084.0,PRE,0.0,PRE_layernan,PRE
1016,1016,AA0582,10.25378/janelia.7649873,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0582.swc,962.0,MOs2/3,2/3,993.0,MOs,2.0,MOs_layer23,Isocortex_layer2/3
1017,1017,AA0741,10.25378/janelia.7707338,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0741.swc,440.0,ORBl6a,6a,723.0,ORBl,3.0,ORBl_layer6a,Isocortex_layer6
1018,1018,AA0020,10.25378/janelia.5521642,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0020.swc,502.0,SUB,,502.0,SUB,7.0,SUB_layernan,SUB
1019,1019,AA0901,10.25378/janelia.7780829,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0901.swc,656.0,MOs1,1,993.0,MOs,4.0,MOs_layer1,Isocortex_layer1
1020,1020,AA0878,10.25378/janelia.7742582,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0878.swc,1037.0,POST,,1037.0,POST,9.0,POST_layernan,POST
1021,1021,AA1423,,2019-12-25T05:00:00.000Z,HSD2-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488;  tdTomato; AF546,AA1423.swc,362.0,MD,,362.0,MD,3.0,MD_layernan,MD
1022,1022,AA0641,10.25378/janelia.7658087,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0641.swc,1021.0,MOs6a,6a,993.0,MOs,1.0,MOs_layer6a,Isocortex_layer6
1023,1023,AA0742,10.25378/janelia.7707347,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0742.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
1024,1024,AA0258,10.25378/janelia.5527705,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0258.swc,1084.0,PRE,,1084.0,PRE,3.0,PRE_layernan,PRE
1025,1025,AA0157,10.25378/janelia.5527366,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0157.swc,1037.0,POST,,1037.0,POST,0.0,POST_layernan,POST
1026,1026,AA0198,10.25378/janelia.5527501,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0198.swc,10703.0,DG-mo,,10703.0,DG-mo,0.0,DG-mo_layernan,DG-mo
1027,1027,AA0024,10.25378/janelia.5521654,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0024.swc,1037.0,POST,,1037.0,POST,6.0,POST_layernan,POST
1028,1028,AA0506,10.25378/janelia.7639721,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0506.swc,313.0,MB,,313.0,MB,9.0,MB_layernan,MB
1029,1029,AA0686,10.25378/janelia.7704275,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0686.swc,1084.0,PRE,,1084.0,PRE,4.0,PRE_layernan,PRE
1030,1030,AA0744,10.25378/janelia.7707356,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0744.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
1031,1031,AA1445,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1445.swc,64.0,AD,,64.0,AD,9.0,AD_layernan,AD
1032,1032,AA0245,10.25378/janelia.5527657,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0245.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
1033,1033,AA1096,10.25378/janelia.7827908,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1096.swc,962.0,MOs2/3,2/3,993.0,MOs,4.0,MOs_layer23,Isocortex_layer2/3
1034,1034,AA0711,10.25378/janelia.7704416,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0711.swc,74.0,VISl6a,6a,409.0,VISl,7.0,VISl_layer6a,Isocortex_layer6
1035,1035,AA0430,10.25378/janelia.7614281,2017-10-31T15:26:25.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0430.swc,354.0,MY,,354.0,MY,7.0,MY_layernan,MY
1036,1036,AA0521,10.25378/janelia.7639847,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0521.swc,997.0,root,,997.0,root,1.0,root_layernan,root
1037,1037,AA0035,10.25378/janelia.5521690,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0035.swc,648.0,MOp5,,648.0,MOp5,9.0,MOp5_layernan,Isocortex_layernan
1038,1038,AA0354,10.25378/janelia.7613828,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0354.swc,575.0,CL,,575.0,CL,5.0,CL_layernan,CL
1039,1039,AA0209,10.25378/janelia.5527537,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0209.swc,690.0,mtt,,690.0,mtt,2.0,mtt_layernan,mtt
1040,1040,AA0604,10.25378/janelia.7650044,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0604.swc,1020.0,PO,,1020.0,PO,8.0,PO_layernan,PO
1041,1041,AA1052,10.25378/janelia.7825124,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1052.swc,146.0,PRNr,,146.0,PRNr,7.0,PRNr_layernan,PRNr
1042,1042,AA0037,10.25378/janelia.5521699,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0037.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
1043,1043,AA1218,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1218.swc,194.0,LHA,,194.0,LHA,4.0,LHA_layernan,LHA
1044,1044,AA0219,10.25378/janelia.5527567,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0219.swc,1097.0,HY,,1097.0,HY,7.0,HY_layernan,HY
1045,1045,AA0657,10.25378/janelia.7658222,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0657.swc,971.0,fp,,971.0,fp,9.0,fp_layernan,fp
1046,1046,AA0998,10.25378/janelia.7821962,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0998.swc,632.0,DG-sg,,632.0,DG-sg,9.0,DG-sg_layernan,DG-sg
1047,1047,AA0553,10.25378/janelia.7640216,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0553.swc,1021.0,MOs6a,6a,993.0,MOs,2.0,MOs_layer6a,Isocortex_layer6
1048,1048,AA0872,10.25378/janelia.7742564,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0872.swc,296.0,ACAv2/3,2/3,48.0,ACAv,5.0,ACAv_layer23,Isocortex_layer2/3
1049,1049,AA0902,10.25378/janelia.7780832,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0902.swc,940.0,cing,,940.0,cing,6.0,cing_layernan,cing
1050,1050,AA0223,10.25378/janelia.5527579,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0223.swc,753.0,pm,,753.0,pm,4.0,pm_layernan,pm
1051,1051,AA0109,10.25378/janelia.5526706,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0109.swc,1021.0,MOs6a,6a,993.0,MOs,4.0,MOs_layer6a,Isocortex_layer6
